85.238.104.112:443
90.182.138.74:8000
101.255.44.186:80
111.94.140.130:8080
112.25.12.39:80
115.248.145.75:80
118.102.27.216:8080
119.110.71.109:8080
122.0.66.102:8080
125.39.78.253:8086
200.139.176.146:8080
201.20.189.201:8080
210.14.143.118:80
210.101.131.231:8080
210.101.131.232:8080
213.186.60.206:8080
219.223.252.165:80
221.10.201.20:8000
50.22.206.184:80
59.46.67.107:8080
61.135.208.184:80
64.120.224.91:8080
77.122.91.226:8080
80.90.12.36:8080
88.255.202.194:8080
92.39.54.161:80
93.152.175.1:8080
95.215.48.146:8080
101.255.36.30:808
110.136.159.41:8080
116.93.12.98:8080
118.96.148.145:8090
118.96.250.2:8080
118.97.100.75:8080
119.235.16.41:8080
141.255.161.105:8080
148.245.154.123:8080
186.101.35.3:8080
186.192.18.129:8080
188.143.232.239:85
195.3.254.159:8080
218.2.129.53:8080
221.2.80.126:8888
221.130.18.125:80
222.124.35.116:8080
222.124.218.164:8080
49.212.81.128:8888
59.49.19.39:1337
79.101.37.138:8080
88.255.202.194:80
91.137.155.2:8080
95.9.251.53:8080
111.68.97.178:8080
118.85.207.23:80
121.1.149.208:80
182.140.142.83:80
187.14.141.47:8080
189.1.48.162:8080
202.137.7.149:8081
218.22.71.122:8080
219.234.130.38:80
41.79.194.159:8080
41.223.56.140:80
60.28.250.194:82
61.152.106.203:8080
61.167.49.188:8080
61.181.22.156:80
115.178.127.125:8080
118.96.148.17:8080
180.186.36.71:8080
180.247.196.97:8080
180.248.76.27:8080
186.3.71.155:8080
186.4.110.36:8080
200.52.196.123:8080
202.51.107.36:8080
202.150.138.134:8080
41.35.45.36:8080
61.35.22.62:443
61.152.176.48:80
87.101.137.97:8080
88.250.108.71:8080
110.138.240.218:8080
110.234.87.187:808
111.68.125.150:8080
119.30.112.212:8080
119.46.90.28:80
123.108.249.186:8080
177.70.4.174:8080
180.94.88.58:8080
186.222.140.48:8080
189.84.226.51:8080
200.42.69.94:8080
200.169.71.181:8080
202.51.120.58:8080
211.100.52.196:8090
220.195.192.172:80
222.127.183.234:80
41.222.209.77:8080
69.163.96.22:8080
78.134.255.43:8080
80.87.81.26:8080
110.139.125.85:8080
116.66.204.50:8080
118.97.16.106:8080
180.245.120.41:8080
187.72.138.99:8080
187.141.66.98:31280
200.32.64.235:8080
202.69.104.90:8080
202.95.141.129:8080
203.172.188.34:80
203.172.245.34:8080
213.123.235.132:80
61.247.59.183:8080
63.238.52.89:8080
67.205.100.85:54321
121.14.145.132:82
177.69.203.242:8080
193.116.157.195:80
202.152.22.67:8080
202.152.178.208:80
218.204.73.190:808
120.138.84.18:8080
125.69.132.100:8080
177.69.11.17:8080
200.201.188.158:80
210.14.143.122:80
210.176.171.236:8080
217.146.208.162:8080
218.15.164.131:8080
218.108.168.130:82
67.205.96.72:54321
67.205.100.86:54321
110.139.151.124:8080
114.80.240.6:808
180.94.88.58:80
180.247.150.119:8080
202.37.120.234:8080
209.88.88.40:80
50.7.10.34:8080
81.201.61.200:8080
88.156.71.247:8080
116.213.51.22:8081
121.17.144.132:8080
178.32.240.128:3134
200.58.179.247:8080
202.249.24.9:80
41.75.201.146:8080
59.34.57.68:8080
93.186.123.233:8080
103.28.227.78:8080
110.136.206.100:8080
119.97.244.222:9000
124.205.178.62:80
180.244.214.180:8080
186.192.16.4:8080
186.219.16.82:8080
187.44.132.226:8080
190.0.58.58:8080
190.249.191.189:80
209.62.12.130:8118
210.14.148.4:80
46.105.121.126:8080
60.250.78.151:81
110.74.220.48:8080
190.216.28.228:8080
200.150.97.139:8080
58.68.234.164:8080
91.151.52.7:80
110.138.194.176:8080
111.186.47.30:8118
112.25.12.36:80
112.25.12.37:80
112.25.12.38:80
121.14.9.76:80
121.204.0.2:80
190.38.21.84:8080
192.162.150.77:8080
200.60.11.20:8080
201.217.57.108:80
202.93.136.10:8080
206.17.82.114:80
218.247.129.3:80
218.247.129.4:80
218.247.129.5:80
218.247.129.7:80
218.247.138.40:80
219.234.130.39:80
50.63.57.205:8080
58.97.253.10:8080
101.44.1.26:80
112.94.144.220:8080
118.174.34.98:8080
153.19.231.101:8118
175.136.246.105:8080
178.48.2.237:8080
190.214.5.18:8080
202.162.198.178:8000
221.176.214.246:8080
14.140.0.178:80
64.79.89.66:53
81.183.216.13:8080
81.200.215.246:8080
120.85.132.234:80
178.18.17.208:8080
180.241.14.159:80
200.239.66.22:443
202.105.233.40:80
